"","diff","lwr","upr","padj","sign"
"S26-S15",0.0628128468251541,-5.98822186612054,6.11384755977085,1,""
"S27-S15",9.63673585374636e-14,-6.0510347129456,6.05103471294579,1,""
"S28-S15",0.338238955535402,-5.71279575741029,6.3892736684811,1,""
"S29-S15",1.05249142734465e-13,-6.05103471294559,6.0510347129458,1,""
"S30-S15",0.585883807583977,-5.46515090536172,6.63691852052967,1,""
"unk-S15",9.9475983006414e-14,-6.05103471294559,6.05103471294579,1,""
"S17-S16",-1.16076397110956,-7.21179868405526,4.89027074183613,0.999999999996712,""
"S18-S16",-0.242048169640664,-6.29308288258636,5.80898654330503,1,""
"S19-S16",-1.61595741880232,-7.66699213174802,4.43507729414337,0.999999980554997,""
"S20-S16",-1.36698397204628,-7.41801868499197,4.68405074089942,0.999999999731483,""
"S21-S16",-1.653607324271,-7.70464203721669,4.3974273886747,0.999999965610883,""
"S22-S16",-2.15874480244109,-8.20977951538679,3.8922899105046,0.999983739837345,""
"S23-S16",-2.15874480244108,-8.20977951538677,3.89228991050462,0.999983739837345,""
"S24-S16",-1.81824335041324,-7.86927806335893,4.23279136253246,0.999999659836122,""
"S25-S16",-2.03505063180011,-8.0860853447458,4.01598408114559,0.999995498871545,""
"S26-S16",-2.09593195561603,-8.14696666856172,3.95510275732967,0.999991395551259,""
"S27-S16",-2.15874480244109,-8.20977951538678,3.89228991050461,0.999983739837345,""
"S28-S16",-1.82050584690578,-7.87154055985147,4.23052886603991,0.999999649698728,""
"S29-S16",-2.15874480244108,-8.20977951538677,3.89228991050462,0.999983739837345,""
"S30-S16",-1.5728609948572,-7.6238957078029,4.47817371808849,0.999999990105478,""
"unk-S16",-2.15874480244108,-8.20977951538678,3.89228991050461,0.999983739837345,""
"S18-S17",0.9187158014689,-5.13231891147679,6.96975051441459,1,""
"S19-S17",-0.455193447692757,-6.50622816063845,5.59584126525294,1,""
"S20-S17",-0.206220000936714,-6.25725471388241,5.84481471200898,1,""
"S21-S17",-0.492843353161432,-6.54387806610713,5.55819135978426,1,""
"S22-S17",-0.99798083133153,-7.04901554427722,5.05305388161416,1,""
"S23-S17",-0.997980831331513,-7.04901554427721,5.05305388161418,1,""
"S24-S17",-0.657479379303674,-6.70851409224937,5.39355533364202,1,""
"S25-S17",-0.874286660690542,-6.92532137363624,5.17674805225515,1,""
"S26-S17",-0.935167984506463,-6.98620269745216,5.11586672843923,1,""
"S27-S17",-0.997980831331521,-7.04901554427721,5.05305388161417,1,""
"S28-S17",-0.659741875796215,-6.71077658874191,5.39129283714948,1,""
"S29-S17",-0.997980831331512,-7.04901554427721,5.05305388161418,1,""
"S30-S17",-0.41209702374764,-6.46313173669333,5.63893768919805,1,""
"unk-S17",-0.997980831331517,-7.04901554427721,5.05305388161418,1,""
"S19-S18",-1.37390924916166,-7.42494396210735,4.67712546378404,0.99999999969342,""
"S20-S18",-1.12493580240561,-7.17597051535131,4.92609891054008,0.999999999998755,""
"S21-S18",-1.41155915463033,-7.46259386757603,4.63947555831536,0.999999999378854,""
"S22-S18",-1.91669663280043,-7.96773134574612,4.13433808014526,0.999998837366734,""
"S23-S18",-1.91669663280041,-7.96773134574611,4.13433808014528,0.999998837366734,""
"S24-S18",-1.57619518077257,-7.62722989371827,4.47483953217312,0.999999989565148,""
"S25-S18",-1.79300246215944,-7.84403717510514,4.25803225078625,0.999999755776099,""
"S26-S18",-1.85388378597536,-7.90491849892106,4.19715092697033,0.999999463127452,""
"S27-S18",-1.91669663280042,-7.96773134574611,4.13433808014527,0.999998837366734,""
"S28-S18",-1.57845767726512,-7.62949239021081,4.47257703568058,0.999999989182729,""
"S29-S18",-1.91669663280041,-7.96773134574611,4.13433808014528,0.999998837366734,""
"S30-S18",-1.33081282521654,-7.38184753816223,4.72022188772915,0.999999999867524,""
"unk-S18",-1.91669663280042,-7.96773134574611,4.13433808014528,0.999998837366734,""
"S20-S19",0.248973446756042,-5.80206126618965,6.30000815970174,1,""
"S21-S19",-0.0376499054686756,-6.08868461841437,6.01338480747702,1,""
"S22-S19",-0.542787383638774,-6.59382209658447,5.50824732930692,1,""
"S23-S19",-0.542787383638757,-6.59382209658445,5.50824732930694,1,""
"S24-S19",-0.202285931610918,-6.25332064455661,5.84874878133478,1,""
"S25-S19",-0.419093212997785,-6.47012792594348,5.63194149994791,1,""
"S26-S19",-0.479974536813706,-6.5310092497594,5.57106017613199,1,""
"S27-S19",-0.542787383638764,-6.59382209658446,5.50824732930693,1,""
"S28-S19",-0.204548428103458,-6.25558314104915,5.84648628484224,1,""
"S29-S19",-0.542787383638755,-6.59382209658445,5.50824732930694,1,""
"S30-S19",0.043096423945117,-6.00793828900058,6.09413113689081,1,""
"unk-S19",-0.542787383638761,-6.59382209658446,5.50824732930693,1,""
"S21-S20",-0.286623352224718,-6.33765806517041,5.76441136072098,1,""
"S22-S20",-0.791760830394816,-6.84279554334051,5.25927388255088,1,""
"S23-S20",-0.791760830394799,-6.84279554334049,5.25927388255089,1,""
"S24-S20",-0.45125937836696,-6.50229409131265,5.59977533457873,1,""
"S25-S20",-0.668066659753828,-6.71910137269952,5.38296805319187,1,""
"S26-S20",-0.728947983569749,-6.77998269651544,5.32208672937595,1,""
"S27-S20",-0.791760830394806,-6.8427955433405,5.25927388255089,1,""
"S28-S20",-0.453521874859501,-6.50455658780519,5.59751283808619,1,""
"S29-S20",-0.791760830394797,-6.84279554334049,5.2592738825509,1,""
"S30-S20",-0.205877022810925,-6.25691173575662,5.84515769013477,1,""
"unk-S20",-0.791760830394803,-6.8427955433405,5.25927388255089,1,""
"S22-S21",-0.505137478170098,-6.55617219111579,5.5458972347756,1,""
"S23-S21",-0.505137478170081,-6.55617219111578,5.54589723477561,1,""
"S24-S21",-0.164636026142242,-6.21567073908794,5.88639868680345,1,""
"S25-S21",-0.38144330752911,-6.4324780204748,5.66959140541658,1,""
"S26-S21",-0.442324631345031,-6.49335934429072,5.60871008160066,1,""
"S27-S21",-0.505137478170088,-6.55617219111578,5.54589723477561,1,""
"S28-S21",-0.166898522634783,-6.21793323558048,5.88413619031091,1,""
"S29-S21",-0.505137478170079,-6.55617219111577,5.54589723477561,1,""
"S30-S21",0.0807463294137927,-5.9702883835319,6.13178104235949,1,""
"unk-S21",-0.505137478170085,-6.55617219111578,5.54589723477561,1,""
"S23-S22",1.68753899743024e-14,-6.05103471294568,6.05103471294571,1,""
"S24-S22",0.340501452027856,-5.71053326091784,6.39153616497355,1,""
"S25-S22",0.123694170640988,-5.92734054230471,6.17472888358668,1,""
"S26-S22",0.0628128468250675,-5.98822186612063,6.11384755977076,1,""
"S27-S22",9.76996261670138e-15,-6.05103471294568,6.0510347129457,1,""
"S28-S22",0.338238955535315,-5.71279575741038,6.38927366848101,1,""
"S29-S22",1.86517468137026e-14,-6.05103471294568,6.05103471294571,1,""
"S30-S22",0.585883807583891,-5.4651509053618,6.63691852052959,1,""
"unk-S22",1.28785870856518e-14,-6.05103471294568,6.05103471294571,1,""
"S24-S23",0.340501452027839,-5.71053326091785,6.39153616497353,1,""
"S25-S23",0.123694170640972,-5.92734054230472,6.17472888358667,1,""
"S26-S23",0.0628128468250506,-5.98822186612064,6.11384755977075,1,""
"S27-S23",-7.105427357601e-15,-6.0510347129457,6.05103471294569,1,""
"S28-S23",0.338238955535298,-5.7127957574104,6.38927366848099,1,""
"S29-S23",1.77635683940025e-15,-6.05103471294569,6.0510347129457,1,""
"S30-S23",0.585883807583874,-5.46515090536182,6.63691852052957,1,""
"unk-S23",-3.99680288865056e-15,-6.0510347129457,6.05103471294569,1,""
"S25-S24",-0.216807281386868,-6.26784199433256,5.83422743155883,1,""
"S26-S24",-0.277688605202789,-6.32872331814848,5.77334610774291,1,""
"S27-S24",-0.340501452027846,-6.39153616497354,5.71053326091785,1,""
"S28-S24",-0.00226249649254084,-6.05329720943823,6.04877221645315,1,""
"S29-S24",-0.340501452027838,-6.39153616497353,5.71053326091786,1,""
"S30-S24",0.245382355556035,-5.80565235738966,6.29641706850173,1,""
"unk-S24",-0.340501452027843,-6.39153616497354,5.71053326091785,1,""
"S26-S25",-0.0608813238159209,-6.11191603676161,5.99015338912977,1,""
"S27-S25",-0.123694170640979,-6.17472888358667,5.92734054230472,1,""
"S28-S25",0.214544784894327,-5.83648992805137,6.26557949784002,1,""
"S29-S25",-0.12369417064097,-6.17472888358666,5.92734054230472,1,""
"S30-S25",0.462189636942902,-5.58884507600279,6.5132243498886,1,""
"unk-S25",-0.123694170640976,-6.17472888358667,5.92734054230472,1,""
"S27-S26",-0.0628128468250577,-6.11384755977075,5.98822186612064,1,""
"S28-S26",0.275426108710248,-5.77560860423545,6.32646082165594,1,""
"S29-S26",-0.0628128468250488,-6.11384755977074,5.98822186612064,1,""
"S30-S26",0.523070960758823,-5.52796375218687,6.57410567370452,1,""
"unk-S26",-0.0628128468250546,-6.11384755977075,5.98822186612064,1,""
"S28-S27",0.338238955535306,-5.71279575741039,6.389273668481,1,""
"S29-S27",8.88178419700125e-15,-6.05103471294569,6.0510347129457,1,""
"S30-S27",0.585883807583881,-5.46515090536181,6.63691852052957,1,""
"unk-S27",3.10862446895044e-15,-6.05103471294569,6.0510347129457,1,""
"S29-S28",-0.338238955535297,-6.38927366848099,5.7127957574104,1,""
"S30-S28",0.247644852048575,-5.80338986089712,6.29867956499427,1,""
"unk-S28",-0.338238955535302,-6.389273668481,5.71279575741039,1,""
"S30-S29",0.585883807583872,-5.46515090536182,6.63691852052957,1,""
"unk-S29",-5.77315972805081e-15,-6.0510347129457,6.05103471294569,1,""
"unk-S30",-0.585883807583878,-6.63691852052957,5.46515090536182,1,""
